student_id,grade_year,year,term,subject,subject_group,content,content_length,exploration_keyword_count,online_keyword_count,qualitative_keyword_count,kw_freq_exploration,kw_freq_online,kw_freq_qualitative
201611091,2,2014,2,불리 1,기타,"2학기 방과후학교 불리 [ 개념정리 및 문제풀이 (18시간) 올 수강함. 불리 [ 정리 및 문제 풀이 (26시간) 올 수 강함. 지구과학 I : 2학기 방과후학교 생각하는 지구과학 [ (18시간) 올 수강함. 지구와 우주 및 주변 환경의 변화에 대하여 인간의 담구 노력과 지식의 발날 과정올 이해하고 지구와 우주에 관한 현상울 통합적으로 이해하여 올바른 자연관과 우주관을 가지 논데 도움이 되미 지구과학의 기본 개념울 이해하고 관찰 , 실험 , 조사 , 토론 등의 활동올 봉해 남구능력이 향상되 . 생명과학[ : 교과서 만들기와 관련된 수행평가 보고서에서 '생물의 구성체제 '단원에 대하여 관련자료물 수집하고 이률 정리 , 편집하여 제출함. 인간의 소화계블 배우고 친구들과 '가상의 약'올 만들어 시간에 지사제 , 위장약의 일종인 '아드레날린 +'틀 만드는 팀 작업올 진행하없음 일본어 I : 일본어 발표 시간에 3명이 팀올 이루어 일본의 건축에 대해 조사하여 발표함 . 장래 희망이 긴축가이기에 일본이 건축가 안도 다다오와 그의 건축물올 조사하여 발표하없으며 전반적인 일본의 건축물에 대해서도 흥미롭게 소개함 창업과경영 : 사업의 조직도 , 상권 및 입지 분석 , 경쟁 업계 현황 및 핵심 경쟁 요소 , 마켓팅 전락 짜기 등 구체적인 사업 계획 서클 팀원끼리 조사, 토론하여 매우 잘 작성하없으다 , 그 내용올 수업시간에 독창적으로 발표함. (여름방학) 방과후학교 강좌루 수강함 과학 과학 [ (불화생지) 핵심정리 (16시간) . 체육 . 예술 (음악 / 미술) > 1 학 기 2학기 교 과 과 복 비고 단위수 성취도 단위수 성취도 예술 (음악 / 미술) 음악실기 보통 보통 이수단위 합계 과목 세 부 능력 및 특 기사 항 음악실기: 음악에 대한 흥미와 호기심이 많으 예체교과의 교육과정 재구성올 위한 공개 강의인 라이브아트 분야의 강연과 연주 (2014.03.27.)늘 통해 새로운 문화의 경험올 쌍앗으미 , 각 학기별로 바이올린 연주와 알도리코더의 합주들 배움으로 기 약분아에서 개인연주와 합주름 경험함 . 음악적 표현력은 좋으나 음악이론과 실기의 집목에 익숙하지 못하여 다소 아쉬움.",1058,5,0,5,4.725897920604915,0.0,4.725897920604915
201910671,2,2017,1,미적분 [,기타,방과후수업 1기 수학 프론티어 인문B반 수강 (80분 12차시) 2기1 방과후학교 (프론티어 인문B) 수학 (50분 9회)틀 수강함.,74,0,0,0,0.0,0.0,0.0
201910671,2,2017,2,미적분 I,수학,"미분과 적분 개념울 깨닫고 이률 활용하는 여러 방식들올 이해함 . 교과서의 여러 문제률 모두 풀어 발표루 할 수 있을 정도로 자신감을 갖게 팀. 3기 방과후학교 프린티어반 (인문B-수학  60분 9회) 올 수강함 영어 I : 영어말하기 수행평가에서 자신의 생각울 조리핑게 정확한 발음과 문법요소름 사용하여 유창하게 발표함. 고급수준 의 영어단어 학습올 철저히 준비하고 수업시간에 적극적으로 교사의 질문에 대해서 계속적으로 의사소동올 진행함. 1기 방과후학교 (프런티어 인문B) 영어발표수업 (80분 12회) 올 수강함. 1기 방과후학교 (프런티어 인문B) critical reading 영어수업 (80분 12회) 올 수강함 2기1 방과 후학교 (프린티어 인문B) 주제별 토론수업 심화과정 (50분 9회) 올 수강함. 2기1 방과후학교 (프린티어 인문B) Egsential Grammar in Use(50분 9회)틀 수강함. 실용영어 I : 3기 방과후학교 (프린티어 인문B) English Presentation D.L Y. 교양강좌 , 서양미 술사의 이해 (60분 9회)물 수강함. 3기 방과 후학교 (프린티어 인문B) 영어, Understanding English Compogition(60분 9회) 률 수강함. 영어말하기 수행평가에서 freetime 주제름 가지고 자신의 생각올 조리핑계 정확한 발음과 문법요소홀 사용하여 유창하게 발표함. 다양한 실용문에 대해서 빠르게 이해하고 파악하는 능력이 뛰어님 . 영어쓰기평가에서 자원봉사활동에 대한 자신의 경험올 정확한 문법표현과 다양한 문장구조물 사용하여 작성함. 영어문장구조에 대한 전반적인 이해도가 높으머 ,  고급수준의 어위름 꾸준히 숙지함.",838,1,0,1,1.1933174224343677,0.0,1.1933174224343677
201910671,2,2017,1,경제,사회,"경제 현상에 관심이 많은 학생으로 '경제 심리학 (맨 애리얼리) '   '경제 다반사 (웬진 기획팀) ' . '스무살 이제 경제 틀 알아야 할 나이 (전세경) ' 등의 책올 경제 독서 시간에 읽엎습니다 . 특히 경제 독서 수업에서 빚 데이터 , 버즈 마게팅 , SNS 마게팅 같이 요즘 뜨는 산업들에서 이해하기 어려워던 용어들올 실촌 회사들올 이용하여 쉽게 설명한 내용이 인상적이/습 니다.",218,1,0,1,4.587155963302752,0.0,4.587155963302752
201910671,2,2017,2,경제,사회,희망자루 대상으로 실시한 한국경제신문에서 발생하는 주간지 생글생글 정기구독활동에 7096 참여함. '정부가 가상화페름 규제하려 하늘데' 라는 기사가 가장 기억에 남아 이강국의 경제 산책이라는 책과 인터넷 자료틀 참고하여 '가상 화 폐 고등학생이 사용하는 것이 괜찮은가? ' 라는 주제로 개인 보고서름 작성하여 2학기 기말고사 후 발표함. 경제 독서 논술에서 '박종훈의 대답한 경제' 클 읽고 '재벌 세습의 문제점과 반부 걱차의 원인' 에 관한 내용올 요약함. 추가적 으로 '생글생글 신문' 과 미래 부자의 첫 경제학 (이승훈  조남현) 올 읽고 반부격차와 재벌 세습의 사례와 해결 방안을 조사함. 이률 바탕으로 '그리스와 이날리아로 보는 경제 문제와 해결방안 이라는 논지로 논술함. 한국지리: 한국의 지형과 기후 등 자연환경에 대한 관심과 이해도가 표고 배운 내용올 실생활에서 적용하고 학습하는 능력이 탁월함 . 국토에 대한 올바른 인식과 애정올 바탕으로 한국지리에 대한 기본적인 사항울 잘 이해하고 윗음,506,1,1,2,1.976284584980237,1.976284584980237,3.952569169960474
201910671,2,2017,1,생활과운리,기타,성실하게 수업에 참여하다 이해력과 집중력이 뛰어남. 생명 운리 관련 수업시간에 의무론적 관점에서 자 살과 다르지 않으무로 보편화 가능한 도덕법칙에서 인정하기 힘들고   나인이 안락사틀 시행하는 것은 살인과 마찬가 지이므로 안락사는 정당화 펼 수 없음올 주장함,144,0,0,2,0.0,0.0,13.888888888888888
201910671,2,2017,2,생활과운리,기타,"수업태도와 성적이 우수함. 사형제도 관련 수행평 가예서 공리주의적 차원에서 사형제도 찬성의건올 제 시하없으며 , 종교 관련 수행평가에서 종교와 과학이 서로의 차이름 인정하고 상호보완적 관계로 발전해야 할 것올 제시함 .  --- Page 16 --- 정부24 과목 세 부 능력 및 특기사 항 화학 I : 수업태도가 좋으  화학의 기본개넘에 대한 이해가 정확함 . 암모니아 합성이 인류의 식량문제 해결에 미친 영항과 화석연로가 인류의 생활에 미친 영향올 잘 설명함 . 또한 원소의 종류와 쓰임에 관한 보고서클 제출하없음. 화학의 구성 성분 올 잘 이해하다 화학반응식으로 잘 나타님 .",325,0,0,2,0.0,0.0,6.153846153846154
201910671,2,2017,1,생명과학I,과학,생명 과학의 개념과 생명과학 지식이 과학자의 담구 과정올 통해 체계화되없음올 이해함. 수업 중 진행한 수행평가에서 '감수분열의 의의 '틀 주제로 성실하게 발표루 수행함   감수분열의 의의름 체세포분열과 비교하여 설명함으로씨 친구들이 쉽게 이해하도록 표현함.,143,0,0,1,0.0,0.0,6.993006993006993
201910671,2,2017,2,생명과학I,과학,자신의 식단에 대한 에너지랑과 에너지 권장량을 비교하여 자신이 어떤 상태인지 판단하고 학생들에게 올 바른 식습관올 가져야 함울 주장함. 중추 신경계의 각 부분올 다른 색으로 칠하고 기능울 기록하여 뇌와 척수의 위치 및 기능 올 완벽하게 이해합 .,137,0,0,0,0.0,0.0,0.0
201910671,2,2017,1,일본어 I,제2외국어,"일분어의 박자  일본어의 기초가 된 오십음도물 정확하게 인지하고 있으며' 야 > t 5jcld"" 3 +-등 의 인사말올 상황에 맛게 구별하여 사용할 수 있음. 또한 교과 활동올 통해 만남   헤어짐 등의 일본어 인사말올 유창하게 구 사할 수 있음",137,0,0,0,0.0,0.0,0.0
