student_id,overall_volatility,overall_mean,rank_volatility,rank_mean,grade1_volatility,grade1_mean,grade1_covid,grade2_volatility,grade2_mean,grade2_covid,grade3_volatility,grade3_mean,grade3_covid,achievement_volatility,achievement_mean
201611091,1.608050070018186,5.558139534883721,1.608050070018186,5.558139534883721,1.0690449676496976,5.714285714285714,0.0,1.9944979263017493,4.857142857142857,0.0,1.486446705914413,6.066666666666666,0.0,,
201910671,1.0833445009698666,3.261904761904762,1.0833445009698666,3.261904761904762,1.0836246694508318,3.4166666666666665,0.0,1.1474609652039003,2.625,0.0,0.5345224838248488,3.857142857142857,0.0,,
201910689,0.7920722413504784,4.9772727272727275,0.7920722413504784,4.9772727272727275,0.674199862463242,5.5,0.0,0.6333236937766508,4.642857142857143,0.0,0.8323523637957303,4.888888888888889,0.0,,
201910936,1.5205448818067333,4.333333333333333,1.5205448818067333,4.333333333333333,0.7300459115473716,3.9285714285714284,0.0,0.9574271077563381,4.625,0.0,2.2265480771520028,4.388888888888889,0.0,,
202010885,1.0738738884082843,3.025,1.0738738884082843,3.025,0.6992932067530679,2.2142857142857144,0.0,0.7703288865196432,2.857142857142857,0.0,0.7177405625652734,4.166666666666667,0.0,,
202110491,1.4105827128331005,3.6,1.4105827128331005,3.6,1.2224996910042534,3.4285714285714284,0.0,1.4770978917519928,4.0,0.0,1.554857684028483,3.4285714285714284,0.0,,
202110903,0.8418720898838254,3.3488372093023258,0.8418720898838254,3.3488372093023258,1.027105182026191,3.142857142857143,0.0,0.7367883976130073,3.6,0.0,0.726273039202563,3.2857142857142856,1.0,,
202110937,1.0522870559422501,3.25531914893617,1.0522870559422501,3.25531914893617,1.027105182026191,3.142857142857143,0.0,1.2589548523523144,2.9444444444444446,0.0,0.5936168397046636,3.7333333333333334,1.0,,
202110970,1.3779624406364923,3.4146341463414633,1.3779624406364923,3.4146341463414633,1.0690449676496976,3.2857142857142856,0.0,1.3142574813455419,3.5,0.0,1.7265434778633235,3.466666666666667,1.0,,
202110975,1.1756103949287162,3.372093023255814,1.1756103949287162,3.372093023255814,1.071611705960535,3.0714285714285716,0.0,1.3204505835470495,3.076923076923077,0.0,1.02469507659596,3.875,1.0,,
202111325,1.1055415967851334,4.777777777777778,1.1055415967851334,4.777777777777778,1.1657505560686465,4.769230769230769,0.0,1.2382783747337807,4.75,0.0,0.9810708435174292,4.8125,0.0,,
202210133,1.619435609364252,5.829787234042553,1.619435609364252,5.829787234042553,1.2292725943057183,4.2,0.0,0.9926198253344827,5.882352941176471,0.0,1.6670175069329813,6.6,0.0,,
202210903,1.4524581066230504,4.441860465116279,1.4524581066230504,4.441860465116279,1.1094003924504583,4.0,0.0,1.0836246694508318,3.5833333333333335,0.0,1.4168108346481794,5.411764705882353,1.0,,
202210915,1.173826114162059,3.2051282051282053,0.9228287507581276,3.5806451612903225,1.0919284281983377,3.769230769230769,0.0,0.726273039202563,3.2857142857142856,1.0,1.381698559415515,2.5,1.0,0.8864052604279183,1.75
202210931,1.5478045499129351,3.935483870967742,1.381617528505589,4.137931034482759,1.6035674514745464,3.5714285714285716,0.0,1.3280197150781923,4.181818181818182,1.0,1.8618986725025255,4.333333333333333,1.0,0.0,1.0
202211046,1.475286612233465,3.0,1.4552137502179976,3.0588235294117645,0.7300459115473716,1.9285714285714286,0.0,0.9749612559222293,3.2142857142857144,1.0,1.7043362064926935,4.714285714285714,1.0,,
202211047,1.646799560024279,4.131578947368421,1.646799560024279,4.131578947368421,0.9268086959962984,3.230769230769231,0.0,0.7264831572567788,3.4444444444444446,0.0,1.8439088914585775,5.25,0.0,,
202211062,1.5698777433393523,2.7419354838709675,1.5520525104112592,2.8620689655172415,1.4668044012461754,2.1666666666666665,0.0,1.0894095588038444,2.5714285714285716,1.0,1.816590212458495,4.6,1.0,0.0,1.0
202211552,1.1704240569632356,3.3548387096774195,1.0219270890672474,3.5172413793103448,1.554857684028483,3.4285714285714284,0.0,0.7929614610987591,3.4166666666666665,1.0,0.7071067811865476,3.0,1.0,0.0,1.0
202215036,1.0281745265969475,6.166666666666667,1.0281745265969475,6.166666666666667,0.9189365834726815,6.2,0.0,1.3416407864998738,6.0,0.0,0.8837151016885368,6.266666666666667,0.0,,
202215073,0.8893234278468165,3.5789473684210527,0.8893234278468165,3.5789473684210527,0.8432740427115679,3.6,0.0,0.8548504142651103,3.5,0.0,1.0082080720186268,3.642857142857143,0.0,,
202215075,1.3973736297871409,5.08,1.3973736297871409,5.08,1.2365947867699696,4.0625,0.0,1.293523333527109,5.444444444444445,0.0,1.138346754435279,5.6875,0.0,,
